japanese/_name,japanese/__text,text/_name,text/__text
Japanese,一糸乱れず,Meaning,いっしみだれず/ en ordre parfait
Japanese,日本語,Meaning,にほんご/ Japanese
Japanese,広告,Meaning,advertisement
Japanese,広い家,Meaning,Large house
Japanese,知識,Meaning,ちしき/ knowledge
Japanese,試合,Meaning,"しあい/ game (match, combat)"
Japanese,治療,Meaning,ちりょう/ treatment (soins)
Japanese,空,Meaning,そら、から、あ(く)、クウ/ Sky
Japanese,細,Meaning,ほそ(い)、こま(かい)、サイ/ Thin (fin)
Japanese,歌声,Meaning,singing voice
Japanese,銀色,Meaning,ぎんいろ/ silver color
Japanese,折り紙,Meaning,おりがみ/ origami (pliage de papier)
Japanese,客船,Meaning,Cruise ship
Japanese,若年,Meaning,じゃくねん/ youth (âge jeune)
Japanese,老若男女,Meaning,Men and women of all ages
Japanese,交差点,Meaning,intersection
Japanese,同,Meaning,おな(じ)、ドウ/ same
Japanese,川辺,Meaning,かわべ/ riverside
Japanese,雪が溶ける,Meaning,ゆきがとける/ The snow melts
Japanese,この辺,Meaning,"このへん/ par ici, ce quartier"
Japanese,本屋,Meaning,book store
Japanese,早速,Meaning,さっそく/ tout de suite
Japanese,送る,Meaning,おくります、おくって、おくった/ send
Japanese,働く,Meaning,はたらきます、はたらいて、はたらいた/ work
Japanese,勤勉,Meaning,diligence (hard work)
Japanese,村人,Meaning,むらびと/ villager
Japanese,星,Meaning,ほし、セイ/ Star
Japanese,日の丸,Meaning,ひのまる/ drapeau japonais
Japanese,写,Meaning,うつ(す)、うつ(る)、シャ/ photo
Japanese,散歩,Meaning,stroll (promenade)
Japanese,始める,Meaning,はじめる、はじめます、はじめて、はじめた/ start
Japanese,経済,Meaning,けいざい/ economy
Japanese,水と油,Meaning,みずとあぶら/ Oil and water
Japanese,毛布,Meaning,もうふ/ blanket (couverture)
Japanese,前,Meaning,まえ、ゼン/ Before
Japanese,字数,Meaning,じすう/ Word count (nombre de lettres)
Japanese,私,Meaning,"わたし、わたくし、シ/ I, me"
Japanese,最低,Meaning,さいてい/ lowest
Japanese,映画,Meaning,movie
Japanese,味,Meaning,あじ、ミ/ taste
Japanese,家族,Meaning,かぞく/ family
Japanese,服従,Meaning,ふくじゅう/ obedience
Japanese,後で,Meaning,あとで/ later
Japanese,商品,Meaning,しょうひん/ merchandise
Japanese,不,Meaning,フ、ブ/ No
Japanese,特技,Meaning,とくぎ/ Special skill
Japanese,麦畑,Meaning,むぎばたけ/ wheat field
Japanese,験,Meaning,ケン/ Experience
Japanese,昼食,Meaning,ちゅうしょく/ lunch (dejeuner)
Japanese,青,Meaning,あお、セイ/ blue
Japanese,練習,Meaning,practice
Japanese,歴,Meaning,レキ/ history
Japanese,品川,Meaning,しながわ/ Shinagawa
Japanese,雲の上,Meaning,くものうえ/ Above the Clouds
Japanese,思考,Meaning,thinking
Japanese,着く,Meaning,ついた/ arrive
Japanese,支払い,Meaning,しはらい/ payment
Japanese,質,Meaning,シツ/ quality
Japanese,打撲,Meaning,だぼく/ confusion
Japanese,油,Meaning,あぶら、ユ/ oil
Japanese,便,Meaning,たよ(り)、ビン、ベン/ courrier
Japanese,若,Meaning,わか(い)、ジャク/ young
Japanese,集,Meaning,あつ(める)、あつ(まる)、シュウ/ collection
Japanese,白ワイン,Meaning,しろわいん/ White wine
Japanese,止める,Meaning,やめます、やめて、やめた/ stop
Japanese,若者,Meaning,youth
Japanese,晴れ,Meaning,はれ/ beau temps
Japanese,教,Meaning,おし(える)、キョウ/ teaching
Japanese,会社,Meaning,company
Japanese,禁止,Meaning,interdiction
Japanese,衣食住,Meaning,"いしょくじゅう/ Food, clothing and shelter"
Japanese,太る,Meaning,Get fat
Japanese,特,Meaning,とく、とっ/ Special
Japanese,紙,Meaning,かみ、がみ、リョク/ paper
Japanese,作文,Meaning,composition
Japanese,同時,Meaning,simultaneous
Japanese,弟さん,Meaning,おとうとさん/ (your) Younger brother
Japanese,谷,Meaning,たに、コク、ヤ/ valley
Japanese,大切な,Meaning,important
Japanese,屋外,Meaning,outdoors (extérieur)
Japanese,日本海,Meaning,にほんかい/ Sea of Japan
Japanese,今週,Meaning,こんしゅう/ this week
Japanese,親しい友,Meaning,Close friend
Japanese,経由,Meaning,"けいゆ/ via, transit"
Japanese,御池,Meaning,おいけ/ Oike (lieu)
Japanese,毎日,Meaning,あいにち/ every day
Japanese,毎週,Meaning,まいしゅう/ weekly
Japanese,今夜,Meaning,こんや/ tonight
Japanese,打,Meaning,う(つ)、ダ/ Hit
Japanese,映画,Meaning,えいが/ movie
Japanese,琵琶湖,Meaning,びわこ/ Biwa lake
Japanese,午後,Meaning,ごご/ afternoon
Japanese,交わる,Meaning,intersect (se croiser)
Japanese,大阪府,Meaning,Osaka Prefecture
Japanese,日本史,Meaning,Japanese history (にほんし)
Japanese,出発,Meaning,departure
Japanese,字,Meaning,あざ、ジ/ character
Japanese,映,Meaning,"は(える)、うつ(る)、エイ/ project, shine"
Japanese,雪が降る,Meaning,ゆきがふる/ it's snowing
Japanese,私の家,Meaning,わたしのいえ/ my house
Japanese,お金を拾う,Meaning,おかねをひろう/ pick up money
Japanese,理,Meaning,リ/ Reason
Japanese,当たる,Meaning,"あてて、あたった/ hit (gagner, attaquer)"
Japanese,病,Meaning,やまい、ビョウ/ disease
Japanese,鳥が鳴く,Meaning,とりがなく/ birds sing
Japanese,若年,Meaning,youth (jeune âge)
Japanese,訓練,Meaning,くんれん/ training
Japanese,湖水,Meaning,こすい/ lake water
Japanese,黒板,Meaning,こくばん/ blackboard (tableau noir)
Japanese,貴族,Meaning,きぞく/ nobility
Japanese,黒字,Meaning,"くろじ/ surplus (excédent, bénéfice)"
Japanese,家具,Meaning,かぐ/ furniture (meuble)
Japanese,赤ちゃん,Meaning,あかちゃん/ baby
Japanese,手押し,Meaning,ておし/ Hand-pushed
Japanese,正しい,Meaning,ただしい/ correct
Japanese,歌う,Meaning,sing
Japanese,全便,Meaning,ぜんびん/ envoi précédent
Japanese,泳,Meaning,"およ(ぐ)、エイ/ swimming, swim"
Japanese,私立,Meaning,しりつ/ private
Japanese,遅れる,Meaning,おくれます、おくれて、おくれた/ be late
Japanese,夫,Meaning,おっと、フウ、ブ/ husband
Japanese,便利,Meaning,べんり/ convenience (pratique)
Japanese,木の舟,Meaning,Wooden Boat
Japanese,解答,Meaning,かいとう/ answer (réponse)
Japanese,雷が鳴る,Meaning,かみなりがなる/ un orage retentit
Japanese,麦茶,Meaning,むぎちゃ/ barley tea (thé d'orge)
Japanese,空っぽ,Meaning,からっぽ/ empty
Japanese,緑茶,Meaning,りょくちゃ/ Green Tea
Japanese,ごみを捨てる,Meaning,ごみをすてる/ throw away garbage
Japanese,都合,Meaning,つごう/ convenience
Japanese,降,Meaning,お(りる)、ふ(る)、コウ/ rain
Japanese,午,Meaning,うま、ゴ/ (définir avant ou après midi)
Japanese,洋,Meaning,ヨウ/ Western (occidental)
Japanese,屋,Meaning,おく、ヤ/ shop
Japanese,都道府県,Meaning,les 47 départements japonais
Japanese,理科,Meaning,りか/ Science
Japanese,衣服,Meaning,いふく/ clothes
Japanese,歴史,Meaning,history
Japanese,海水,Meaning,かいすい/ sea water
Japanese,青春,Meaning,せいしゅん/ youth
Japanese,王様,Meaning,おうさま/ King
Japanese,開店,Meaning,かいてん/ ouverture de magasin
Japanese,今朝,Meaning,けさ/ this morning
Japanese,若い,Meaning,young
Japanese,早朝,Meaning,そうちょう/ early morning
Japanese,毛糸,Meaning,けいと/ laine
Japanese,鳴,Meaning,"な(く)、な(る)、メイ/ sound, sing"
Japanese,緊急,Meaning,emergency
Japanese,才能,Meaning,さいのう/ talent
Japanese,勉強,Meaning,study
Japanese,鳥の羽,Meaning,とりのはね/ Bird feather
Japanese,文化,Meaning,culture
Japanese,赤道,Meaning,せきどう/ equator
Japanese,渋谷,Meaning,しぶや/ Shibuya
Japanese,政府,Meaning,government
Japanese,政治,Meaning,せいじ/ politics
Japanese,お兄さん,Meaning,おにいさん/ (your) brother
Japanese,和服,Meaning,わふく/ Japanese clothes
Japanese,好物,Meaning,こうぶつ/ favorite food
Japanese,首都,Meaning,capital
Japanese,考,Meaning,かんが(える)、コウ/ Thoughts
Japanese,使,Meaning,"つか(う)、シ/ utiliser, employer"
Japanese,都会,Meaning,city
Japanese,海辺,Meaning,うみべ/ seaside (bord de mer)
Japanese,細い字,Meaning,ほそいじ/ fine print (écriture fine)
Japanese,五室,Meaning,ごしつ/ Five Rooms
Japanese,旅をする,Meaning,Travel (faire un voyage)
Japanese,動く,Meaning,うごいて、うごいた/ move
Japanese,運がいい,Meaning,うんがいい/ good luck
Japanese,雲海,Meaning,うんかい/ sea of clouds
Japanese,特に,Meaning,especially
Japanese,売,Meaning,う(る)、バイ/ Sale
Japanese,問答,Meaning,もんどう/ question and answer
Japanese,お宅,Meaning,おたく/ Your house (chez vous)
Japanese,数える,Meaning,かぞえます、かぞえて、かぞえた/ count
Japanese,売る,Meaning,うります、うって、うった/ sell
Japanese,火星,Meaning,かせい/ Mars
Japanese,私の兄,Meaning,わたしのあに/ My brother
Japanese,使う,Meaning,つかいます、つかって、つかった/ use
Japanese,船,Meaning,ship
Japanese,店員,Meaning,てんいん/ employé de magasin
Japanese,合,Meaning,あ(う)、ゴウ、ガッ/ s'ajuster
Japanese,史,Meaning,シ/ history
Japanese,閉店,Meaning,へいてん/ fermeture de magasin
Japanese,国を治める,Meaning,くにをおさめる/ govern the country
Japanese,有料,Meaning,Paid
Japanese,経歴,Meaning,けいれき/ Career
Japanese,醤油,Meaning,しょうゆ/ soy sauce
Japanese,重ねる,Meaning,かさねます、かさねて、かさねた/ overlap (superposer)
Japanese,白い糸,Meaning,しろいいと/ white thread
Japanese,病い,Meaning,Illness
Japanese,月と星,Meaning,つきとほし/ Moon and Stars
Japanese,室,Meaning,シツ/ room
Japanese,代金を払う,Meaning,だいきんをはらう/ pay the price
Japanese,遅刻,Meaning,ちこく/ behind time (retard)
Japanese,主語,Meaning,しゅご/ subject (grammar)
Japanese,問題,Meaning,もんだい/ problem
Japanese,主,Meaning,ぬし、おも、あるじ、シュ/ main (principal)
Japanese,院,Meaning,イン/ Hospital
Japanese,公,Meaning,おおやけ、コウ、ク/ public
Japanese,女王,Meaning,じょおう/ queen
Japanese,春夏秋冬,Meaning,しゅんかしゅうとう/ spring summer fall winter
Japanese,夫妻,Meaning,ふさい/ husband and wife
Japanese,ごみを拾う,Meaning,ごみをひろう/ Picking up trash
Japanese,重要,Meaning,important
Japanese,都,Meaning,みやこ、ト、ツ/ capital
Japanese,政治,Meaning,politics
Japanese,昆虫,Meaning,こんちゅう/ insect
Japanese,映像,Meaning,えいぞう/ picture
Japanese,緑の大地,Meaning,みどりのだいち/ terre verte
Japanese,親切,Meaning,Kindness
Japanese,病気が治る,Meaning,びょうきがなおる/ I got better (guérir d'une maladie)
Japanese,午前,Meaning,ごぜん/ morning
Japanese,寒風,Meaning,かんぷう/ cold wind
Japanese,屋上,Meaning,rooftop (sur le toit)
Japanese,館,Meaning,やかた、カン/ Hall
Japanese,昼,Meaning,ひる、チュウ/ noon
Japanese,夜,Meaning,よる、よ、ヤ/ night
Japanese,親友,Meaning,Close friend (meilleur ami)
Japanese,教室,Meaning,きょうしつ/ classroom
Japanese,開ける,Meaning,あけます、あけて、あけた/ Open
Japanese,試験,Meaning,test
Japanese,日本酒,Meaning,にほんしゅ/ Japanese sake (alcool japonais)
Japanese,旅館,Meaning,auberge japonaise
Japanese,この前,Meaning,このまえ/ l'autre fois
Japanese,号,Meaning,ゴウ／issue
Japanese,銀,Meaning,ギン/ Silver
Japanese,私の店,Meaning,わたしのみせ/ my store
Japanese,雷鳴,Meaning,らいめい/ thunder (tonnerre)
Japanese,心を打たれる,Meaning,こころをうたれる/ être impressionné
Japanese,待,Meaning,待(つ)、タイ/ Wait
Japanese,和服,Meaning,わふく/ Japanese clothes
Japanese,辺,Meaning,あた(り)、ヘン、べ/ side
Japanese,人差し指,Meaning,ひとさしゆび/ index finger
Japanese,夫妻,Meaning,ふさい/ husband and wife
Japanese,研究者,Meaning,researcher
Japanese,世の中,Meaning,world
Japanese,飛行船,Meaning,airship (dirigeable)
Japanese,飯,Meaning,"めし (vulgar), ハン/ food"
Japanese,最後,Meaning,さいご/ last
Japanese,済む,Meaning,すます、すませて、すませた/ Finished (se terminer)
Japanese,夫婦,Meaning,ふうふ/ couple
Japanese,歩,Meaning,あれ(く)、ホ、ポ/ walk
Japanese,暗黒,Meaning,あんこく/ darkness (ténèbres)
Japanese,文学,Meaning,literature
Japanese,暑い日,Meaning,あついひ/ a hot day
Japanese,真っ青,Meaning,まっさお/ deep blue (tout bleu)
Japanese,料金,Meaning,りょうきん/ Fee
Japanese,府,Meaning,フ/ prefecture
Japanese,交番,Meaning,police box
Japanese,晴れの日,Meaning,はれのひ/ a sunny day
Japanese,医者,Meaning,doctor
Japanese,交通,Meaning,traffic
Japanese,足を折る,Meaning,あしをおる/ break a leg
Japanese,問い,Meaning,とい/ a question
Japanese,美味しい,Meaning,おいしい/ delicious
Japanese,試,Meaning,ため(す)、シ/ trial
Japanese,丸,Meaning,まる、まる(い)/ circle
Japanese,集中,Meaning,concentration
Japanese,支払い済み,Meaning,しはらいずみ/ Paid
